SPOTS_ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,FRAME,MEAN_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEAN_INTENSITY_CH4,MEAN_INTENSITY_CH5
30509777,0,0.700223267078,441.0,543.0,0.0,139.509025271,4.54151624549,11.8989169675,2.24909747292,25.2599277978
30514002,0,0.549431443214,435.0,545.0,36.0,130.9566787,5.13357400722,11.1949458484,2.3321299639,29.7111913357
30514135,0,0.514614343643,435.0,544.0,25.0,117.086642599,1.70036101083,9.98916967509,0.978339350181,21.4079422383
30514267,0,0.416763782501,428.0,574.0,42.0,332.541516245,22.9566787004,26.4801444043,4.87003610108,28.9566787004
30511325,0,0.53434497118,436.0,544.0,8.0,122.660649819,6.46570397112,10.4837545126,3.2274368231,18.6281588448
30511964,0,0.557551443577,435.0,544.0,22.0,118.241877256,1.26353790614,10.1155234657,0.581227436823,21.8592057762
30511427,0,0.539968669415,437.0,543.0,4.0,123.555956679,2.19855595668,10.5559566787,0.841155234657,21.2418772563
30512069,0,0.601076185703,438.0,543.0,2.0,134.613718412,5.91696750903,11.4657039711,2.3285198556,22.7581227437
30510277,0,0.550129532814,436.0,544.0,11.0,123.155234657,5.57761732852,10.4873646209,2.93862815884,22.7581227437
30513864,0,0.8693831563,418.0,565.0,41.0,48.6534296029,323.642599278,27.4440433213,75.7761732852,29.1010830325
30510922,0,0.455482333899,436.0,543.0,16.0,111.938628159,0.545126353791,9.5559566787,0.472924187726,20.797833935
30510711,0,0.545971930027,435.0,543.0,19.0,117.942238267,1.86642599278,10.0758122744,0.848375451264,18.5848375451
30511225,0,0.486992418766,436.0,544.0,14.0,113.74368231,5.21660649819,9.72202166065,2.91696750903,24.9494584838
30514552,0,0.352463960648,452.0,560.0,46.0,142.097472924,14.880866426,12.1299638989,3.09025270758,22.9241877256
30510079,0,0.504367053509,435.0,544.0,17.0,113.386281588,2.54151624549,9.6678700361,0.931407942238,20.4909747292
30510178,0,0.454421848059,436.0,544.0,13.0,109.079422383,4.35018050542,9.30685920578,2.65342960289,20.9819494585
30510820,0,0.502732634544,435.0,544.0,18.0,113.873646209,2.51624548736,9.72202166065,2.15523465704,23.6317689531
30514407,0,2.70090770721,442.0,550.0,47.0,192.407942238,1149.40433213,97.0505415162,77.5090252708,32.1805054152
30515686,0,0.814516663551,438.0,558.0,48.0,342.158844765,27.3465703971,27.2490974729,3.60649819495,26.3790613718
30511852,0,0.586464285851,436.0,543.0,21.0,124.180505415,3.8844765343,10.5884476534,2.06859205776,24.0072202166
30512913,0,0.538020312786,435.0,543.0,27.0,114.729241877,2.40794223827,9.76534296029,1.68953068592,17.9350180505
30512785,0,0.553861677647,436.0,544.0,29.0,114.711191336,2.71119133574,9.79422382671,1.2274368231,19.6209386282
30513041,0,0.460526615381,436.0,544.0,30.0,114.440433213,3.74368231047,9.72924187726,2.2202166065,21.9963898917
30511123,0,0.550128817558,437.0,544.0,5.0,119.83032491,1.48736462094,10.2057761733,0.772563176895,18.7039711191
30511637,0,0.52731782198,435.0,543.0,23.0,116.36101083,3.08664259928,9.92418772563,1.75451263538,17.6245487365
30512404,0,0.551426887512,436.0,545.0,26.0,116.42599278,1.31046931408,9.92779783394,0.58844765343,22.1083032491
30512276,0,0.436077207327,435.0,544.0,31.0,108.101083032,0.685920577617,9.24187725632,0.480144404332,23.9963898917
30510487,0,0.487476468086,436.0,543.0,10.0,107.274368231,1.67509025271,9.15523465704,1.51985559567,17.1877256318
30513435,0,1.13486588001,431.0,548.0,39.0,123.184115523,404.848375451,34.880866426,68.9711191336,27.8772563177
30514843,0,0.464577376842,462.0,569.0,45.0,167.61732852,29.6462093863,13.6173285199,5.80505415162,34.9783393502
30509978,0,0.510774314404,437.0,544.0,7.0,118.444043321,3.93140794224,10.0685920578,2.12996389892,13.9494584838
30513309,0,0.532071173191,435.0,543.0,24.0,113.209386282,6.13357400722,9.70397111913,4.41877256318,21.0469314079
30513180,0,0.997103750706,440.0,561.0,40.0,85.5667870036,350.083032491,28.5090252708,72.2707581227,37.559566787
30511745,0,0.519525885582,436.0,544.0,12.0,118.231046931,3.78700361011,10.1046931408,1.71480144404,16.6209386282
30510595,0,0.556638240814,436.0,543.0,20.0,123.324909747,4.29241877256,10.5198555957,2.68592057762,21.3501805054
30512524,0,0.498698145151,435.0,544.0,28.0,117.19133574,1.84115523466,10.0108303249,0.761732851986,25.2418772563
30512652,0,0.535396158695,435.0,544.0,32.0,112.772563177,0.361010830325,9.59927797834,0.169675090253,16.9097472924
30514703,0,0.732904136181,442.0,578.0,43.0,325.057761733,32.2238267148,27.155234657,3.37545126354,30.2274368231
30509879,0,0.607953190804,438.0,543.0,1.0,127.78700361,3.18050541516,10.9386281588,1.61371841155,27.642599278
